username,in_reply_to_screen_name,full_text,Cleaned_Text,Tokenized_Text,Formalized_Text,Stopword_Removed_Text,Stemmed_Text,BERT_Label,VADER_Label
ferhouvent,lustreeve,@sereluna___ MAAF TP LEBIH KE STUNTING GASIH AKUNYA,sereluna maaf tp lebih ke stunting gasih akunya,"['sereluna', 'maaf', 'tp', 'lebih', 'ke', 'stunting', 'gasih', 'akunya']","['sereluna', 'maaf', 'tapi', 'lebih', 'ke', 'stunting', 'gasih', 'akunya']",sereluna maaf stunting gasih akunya,"['sereluna', 'maaf', 'stunting', 'gasih', 'aku']",negative,neutral
najwaarusydi,nabiylarisfa,@nabiylarisfa Ga sanggupppppp mikir sampahnya ya Allah sumpah ga jelas bgtttt program ini katanya untuk menurunkan angka stunting pada anak? Tapi?,nabiylarisfa ga sanggupppppp mikir sampahnya ya allah sumpah ga jelas bgtttt program ini katanya untuk menurunkan angka stunting pada anak tapi,"['nabiylarisfa', 'ga', 'sanggupppppp', 'mikir', 'sampahnya', 'ya', 'allah', 'sumpah', 'ga', 'jelas', 'bgtttt', 'program', 'ini', 'katanya', 'untuk', 'menurunkan', 'angka', 'stunting', 'pada', 'anak', 'tapi']","['nabiylarisfa', 'ga', 'sanggupppppp', 'mikir', 'sampahnya', 'iya', 'allah', 'sumpah', 'ga', 'jelas', 'bgtttt', 'program', 'ini', 'katanya', 'untuk', 'menurunkan', 'angka', 'stunting', 'pada', 'anak', 'tetapi']",nabiylarisfa sanggupppppp mikir sampahnya allah sumpah bgtttt program menurunkan angka stunting anak,"['nabiylarisfa', 'sanggupppppp', 'mikir', 'sampah', 'allah', 'sumpah', 'bgtttt', 'program', 'turun', 'angka', 'stunting', 'anak']",negative,neutral
onthemilkywayyy,senandikapuans,@senandikapuans @nabiylarisfa Iyaaa dahh. Mana ini sma nya kurang tepat sasaran. Masa iya sma yang anaknya pada kaya dapet bansos. Ya mestinya cari sma yang kurang bgt gtu lah kan lebih menolong. Ya meskipun ga masuk kriterria mencegah stunting sih,senandikapuans nabiylarisfa iyaaa dahh mana ini sma nya kurang tepat sasaran masa iya sma yang anaknya pada kaya dapet bansos ya mestinya cari sma yang kurang bgt gtu lah kan lebih menolong ya meskipun ga masuk kriterria mencegah stunting sih,"['senandikapuans', 'nabiylarisfa', 'iyaaa', 'dahh', 'mana', 'ini', 'sma', 'nya', 'kurang', 'tepat', 'sasaran', 'masa', 'iya', 'sma', 'yang', 'anaknya', 'pada', 'kaya', 'dapet', 'bansos', 'ya', 'mestinya', 'cari', 'sma', 'yang', 'kurang', 'bgt', 'gtu', 'lah', 'kan', 'lebih', 'menolong', 'ya', 'meskipun', 'ga', 'masuk', 'kriterria', 'mencegah', 'stunting', 'sih']","['senandikapuans', 'nabiylarisfa', 'iyaaa', 'dahh', 'mana', 'ini', 'sama', 'nya', 'kurang', 'tepat', 'sasaran', 'masa', 'iya', 'sama', 'yang', 'anaknya', 'pada', 'kaya', 'dapat', 'bansos', 'iya', 'mestinya', 'cari', 'sama', 'yang', 'kurang', 'banget', 'gtu', 'lah', 'kan', 'lebih', 'menolong', 'iya', 'meskipun', 'ga', 'masuk', 'kriterria', 'mencegah', 'stunting', 'sih']",senandikapuans nabiylarisfa iyaaa dahh sasaran anaknya kaya bansos mestinya cari banget gtu menolong masuk kriterria mencegah stunting,"['senandikapuans', 'nabiylarisfa', 'iyaaa', 'dahh', 'sasar', 'anak', 'kaya', 'bansos', 'mesti', 'cari', 'banget', 'gtu', 'tolong', 'masuk', 'kriterria', 'cegah', 'stunting']",negative,neutral
onthemilkywayyy,usernotfoundau,@usernotfoundau @nabiylarisfa Mencegah stunting tapi percobaannya ke anak sma. Hmm dari sini aja udah salah pemahaman sih. Mencegah stunting mah dari bumilnya sih lebih bagus. Kalo dari sma jatuhnya perbailan gizi biasa bukan pencegahan hm,usernotfoundau nabiylarisfa mencegah stunting tapi percobaannya ke anak sma hmm dari sini aja udah salah pemahaman sih mencegah stunting mah dari bumilnya sih lebih bagus kalo dari sma jatuhnya perbailan gizi biasa bukan pencegahan hm,"['usernotfoundau', 'nabiylarisfa', 'mencegah', 'stunting', 'tapi', 'percobaannya', 'ke', 'anak', 'sma', 'hmm', 'dari', 'sini', 'aja', 'udah', 'salah', 'pemahaman', 'sih', 'mencegah', 'stunting', 'mah', 'dari', 'bumilnya', 'sih', 'lebih', 'bagus', 'kalo', 'dari', 'sma', 'jatuhnya', 'perbailan', 'gizi', 'biasa', 'bukan', 'pencegahan', 'hm']","['usernotfoundau', 'nabiylarisfa', 'mencegah', 'stunting', 'tetapi', 'percobaannya', 'ke', 'anak', 'sama', 'hmm', 'dari', 'sini', 'saja', 'sudah', 'salah', 'pemahaman', 'sih', 'mencegah', 'stunting', 'mah', 'dari', 'bumilnya', 'sih', 'lebih', 'bagus', 'kalau', 'dari', 'sama', 'jatuhnya', 'perbailan', 'gizi', 'biasa', 'bukan', 'pencegahan', 'hm']",usernotfoundau nabiylarisfa mencegah stunting percobaannya anak hmm salah pemahaman mencegah stunting mah bumilnya bagus jatuhnya perbailan gizi pencegahan hm,"['usernotfoundau', 'nabiylarisfa', 'cegah', 'stunting', 'coba', 'anak', 'hmm', 'salah', 'paham', 'cegah', 'stunting', 'mah', 'bumilnya', 'bagus', 'jatuh', 'perbailan', 'gizi', 'cegah', 'hm']",positive,neutral
kringlonceng,SumandoGaek,@SumandoGaek Lgi kembali ke tingkat pendidikan dan taksonomi bloom. ..level 1 Kalo gak mau ini maka akibat ini Kalo gak mau vaksin/ imunisasi akibat mudah terserang penyakit menular .. Klo gak mau makan bergizi pas 60 HPK akibat nya y stunting .. Begitu trz..,sumandogaek lgi kembali ke tingkat pendidikan dan taksonomi bloom level kalo gak mau ini maka akibat ini kalo gak mau vaksin imunisasi akibat mudah terserang penyakit menular klo gak mau makan bergizi pas hpk akibat nya y stunting begitu trz,"['sumandogaek', 'lgi', 'kembali', 'ke', 'tingkat', 'pendidikan', 'dan', 'taksonomi', 'bloom', 'level', 'kalo', 'gak', 'mau', 'ini', 'maka', 'akibat', 'ini', 'kalo', 'gak', 'mau', 'vaksin', 'imunisasi', 'akibat', 'mudah', 'terserang', 'penyakit', 'menular', 'klo', 'gak', 'mau', 'makan', 'bergizi', 'pas', 'hpk', 'akibat', 'nya', 'y', 'stunting', 'begitu', 'trz']","['sumandogaek', 'lagi', 'kembali', 'ke', 'tingkat', 'pendidikan', 'dan', 'taksonomi', 'bloom', 'level', 'kalau', 'gak', 'ingin', 'ini', 'maka', 'akibat', 'ini', 'kalau', 'gak', 'ingin', 'vaksin', 'imunisasi', 'akibat', 'mudah', 'terserang', 'penyakit', 'menular', 'kalau', 'gak', 'ingin', 'makan', 'bergizi', 'pas', 'hpk', 'akibat', 'nya', 'ya', 'stunting', 'begitu', 'trz']",sumandogaek tingkat pendidikan taksonomi bloom level akibat vaksin imunisasi akibat mudah terserang penyakit menular bergizi hpk akibat stunting trz,"['sumandogaek', 'tingkat', 'didik', 'taksonomi', 'bloom', 'level', 'akibat', 'vaksin', 'imunisasi', 'akibat', 'mudah', 'serang', 'sakit', 'tular', 'gizi', 'hpk', 'akibat', 'stunting', 'trz']",neutral,neutral
usernotfoundau,nabiylarisfa,@nabiylarisfa Nah ituu. Katanya buat mencegah stunting... Nasi kotak pula nggak ramah lingkungan. Aku kira konsepnya prasmanan kayak di Luar negeri atau di sekolah Internasional.,nabiylarisfa nah ituu katanya buat mencegah stunting nasi kotak pula nggak ramah lingkungan aku kira konsepnya prasmanan kayak di luar negeri atau di sekolah internasional,"['nabiylarisfa', 'nah', 'ituu', 'katanya', 'buat', 'mencegah', 'stunting', 'nasi', 'kotak', 'pula', 'nggak', 'ramah', 'lingkungan', 'aku', 'kira', 'konsepnya', 'prasmanan', 'kayak', 'di', 'luar', 'negeri', 'atau', 'di', 'sekolah', 'internasional']","['nabiylarisfa', 'nah', 'ituu', 'katanya', 'buat', 'mencegah', 'stunting', 'nasi', 'kotak', 'pula', 'tidak', 'ramah', 'lingkungan', 'aku', 'kira', 'konsepnya', 'prasmanan', 'kayak', 'di', 'luar', 'negeri', 'atau', 'di', 'sekolah', 'internasional']",nabiylarisfa ituu mencegah stunting nasi kotak ramah lingkungan konsepnya prasmanan kayak negeri sekolah internasional,"['nabiylarisfa', 'ituu', 'cegah', 'stunting', 'nasi', 'kotak', 'ramah', 'lingkung', 'konsep', 'prasmanan', 'kayak', 'negeri', 'sekolah', 'internasional']",neutral,neutral
cheenamons,agapynch,@agapynch kata drh-nya stunting kah??? mungkin kecil sebab maiinnya banyak?? bergerak terus??,agapynch kata drh nya stunting kah mungkin kecil sebab maiinnya banyak bergerak terus,"['agapynch', 'kata', 'drh', 'nya', 'stunting', 'kah', 'mungkin', 'kecil', 'sebab', 'maiinnya', 'banyak', 'bergerak', 'terus']","['agapynch', 'kata', 'drh', 'nya', 'stunting', 'kah', 'mungkin', 'kecil', 'sebab', 'maiinnya', 'banyak', 'bergerak', 'terus']",agapynch drh stunting kah maiinnya bergerak,"['agapynch', 'drh', 'stunting', 'kah', 'maiinnya', 'gerak']",negative,neutral
Kanzia_92,mestyariotedjo,@mestyariotedjo Cegah stunting kenali penyebabnya https://t.co/mFLwYNhTMi,mestyariotedjo cegah stunting kenali penyebabnya,"['mestyariotedjo', 'cegah', 'stunting', 'kenali', 'penyebabnya']","['mestyariotedjo', 'cegah', 'stunting', 'kenali', 'penyebabnya']",mestyariotedjo cegah stunting kenali penyebabnya,"['mestyariotedjo', 'cegah', 'stunting', 'kenal', 'sebab']",neutral,neutral
KelilingDokter,KelilingDokter,Jabar juga tercatat sebagai provinsi dengan pencapaian penurunan angka stunting tertinggi di Pulau Jawa.#KitaRIDO menuju DKI 1 #KitaJugaRIDO #OjolJugaRIDO #SetyokoJugaRIDO #PrabowoGibranPresiden,jabar juga tercatat sebagai provinsi dengan pencapaian penurunan angka stunting tertinggi di pulau jawa kitarido menuju dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['jabar', 'juga', 'tercatat', 'sebagai', 'provinsi', 'dengan', 'pencapaian', 'penurunan', 'angka', 'stunting', 'tertinggi', 'di', 'pulau', 'jawa', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']","['jabar', 'ya', 'tercatat', 'sebagai', 'provinsi', 'dengan', 'pencapaian', 'penurunan', 'angka', 'stunting', 'tertinggi', 'di', 'pulau', 'jawa', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",jabar tercatat provinsi pencapaian penurunan angka stunting tertinggi pulau jawa kitarido dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['jabar', 'catat', 'provinsi', 'capai', 'turun', 'angka', 'stunting', 'tinggi', 'pulau', 'jawa', 'kitarido', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",neutral,neutral
KelilingDokter,KelilingDokter,Melalui program Jabar Zero New Stunting secara bertahap dari 2018 Pemdaprov Jabar menurunkan angka prevalensi stunting secara signifikan dari 31 5 persen hingga 2022 menjadi 20 2 persen.#KitaRIDO menuju DKI 1 #KitaJugaRIDO #OjolJugaRIDO #SetyokoJugaRIDO #PrabowoGibranPresiden,melalui program jabar zero new stunting secara bertahap dari pemdaprov jabar menurunkan angka prevalensi stunting secara signifikan dari persen hingga menjadi persen kitarido menuju dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['melalui', 'program', 'jabar', 'zero', 'new', 'stunting', 'secara', 'bertahap', 'dari', 'pemdaprov', 'jabar', 'menurunkan', 'angka', 'prevalensi', 'stunting', 'secara', 'signifikan', 'dari', 'persen', 'hingga', 'menjadi', 'persen', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']","['melalui', 'program', 'jabar', 'zero', 'new', 'stunting', 'secara', 'bertahap', 'dari', 'pemdaprov', 'jabar', 'menurunkan', 'angka', 'prevalensi', 'stunting', 'secara', 'signifikan', 'dari', 'persen', 'hingga', 'menjadi', 'persen', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",program jabar zero new stunting bertahap pemdaprov jabar menurunkan angka prevalensi stunting signifikan persen persen kitarido dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['program', 'jabar', 'zero', 'new', 'stunting', 'tahap', 'pemdaprov', 'jabar', 'turun', 'angka', 'prevalensi', 'stunting', 'signifikan', 'persen', 'persen', 'kitarido', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",neutral,neutral
KelilingDokter,KelilingDokter,Di masa kepemimpinannya Gubernur Ridwan Kamil menerapkan Jabar Zero New Stunting #KitaRIDO menuju DKI 1 #KitaJugaRIDO #OjolJugaRIDO #SetyokoJugaRIDO #PrabowoGibranPresiden,di masa kepemimpinannya gubernur ridwan kamil menerapkan jabar zero new stunting kitarido menuju dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['di', 'masa', 'kepemimpinannya', 'gubernur', 'ridwan', 'kamil', 'menerapkan', 'jabar', 'zero', 'new', 'stunting', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']","['di', 'masa', 'kepemimpinannya', 'gubernur', 'ridwan', 'kamil', 'menerapkan', 'jabar', 'zero', 'new', 'stunting', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",kepemimpinannya gubernur ridwan kamil menerapkan jabar zero new stunting kitarido dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['pimpin', 'gubernur', 'ridwan', 'kamil', 'terap', 'jabar', 'zero', 'new', 'stunting', 'kitarido', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",neutral,neutral
KelilingDokter,KelilingDokter,Percepatan penurunan kasus stunting menjadi atensi khusus di masa kepemimpinan Gubernur-Wakil Gubernur Jabar #KitaRIDO menuju DKI 1 #KitaJugaRIDO #OjolJugaRIDO #SetyokoJugaRIDO #PrabowoGibranPresiden,percepatan penurunan kasus stunting menjadi atensi khusus di masa kepemimpinan gubernur wakil gubernur jabar kitarido menuju dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['percepatan', 'penurunan', 'kasus', 'stunting', 'menjadi', 'atensi', 'khusus', 'di', 'masa', 'kepemimpinan', 'gubernur', 'wakil', 'gubernur', 'jabar', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']","['percepatan', 'penurunan', 'kasus', 'stunting', 'menjadi', 'atensi', 'khusus', 'di', 'masa', 'kepemimpinan', 'gubernur', 'wakil', 'gubernur', 'jabar', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",percepatan penurunan stunting atensi khusus kepemimpinan gubernur wakil gubernur jabar kitarido dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['cepat', 'turun', 'stunting', 'atensi', 'khusus', 'pimpin', 'gubernur', 'wakil', 'gubernur', 'jabar', 'kitarido', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",neutral,neutral
KelilingDokter,KelilingDokter,Masukan dari saya inovasi dari Pemkab Sumedang dalam penanganan stunting bisa diterapkan di seluruh wilayah Jabar kata Ridwan Kamil.#KitaRIDO menuju DKI 1 #KitaJugaRIDO #OjolJugaRIDO #SetyokoJugaRIDO #PrabowoGibranPresiden,masukan dari saya inovasi dari pemkab sumedang dalam penanganan stunting bisa diterapkan di seluruh wilayah jabar kata ridwan kamil kitarido menuju dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['masukan', 'dari', 'saya', 'inovasi', 'dari', 'pemkab', 'sumedang', 'dalam', 'penanganan', 'stunting', 'bisa', 'diterapkan', 'di', 'seluruh', 'wilayah', 'jabar', 'kata', 'ridwan', 'kamil', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']","['masukan', 'dari', 'saya', 'inovasi', 'dari', 'pemkab', 'sumedang', 'dalam', 'penanganan', 'stunting', 'bisa', 'diterapkan', 'di', 'seluruh', 'wilayah', 'jabar', 'kata', 'ridwan', 'kamil', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",masukan inovasi pemkab sumedang penanganan stunting diterapkan wilayah jabar ridwan kamil kitarido dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['masuk', 'inovasi', 'pemkab', 'sumedang', 'tangan', 'stunting', 'terap', 'wilayah', 'jabar', 'ridwan', 'kamil', 'kitarido', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",neutral,neutral
KelilingDokter,KelilingDokter,agar mempertahankan prestasi dan membuat sebuah inovasi salah satunya dalam menekan kasus stunting.#KitaRIDO menuju DKI 1 #KitaJugaRIDO #OjolJugaRIDO #SetyokoJugaRIDO #PrabowoGibranPresiden,agar mempertahankan prestasi dan membuat sebuah inovasi salah satunya dalam menekan kasus stunting kitarido menuju dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['agar', 'mempertahankan', 'prestasi', 'dan', 'membuat', 'sebuah', 'inovasi', 'salah', 'satunya', 'dalam', 'menekan', 'kasus', 'stunting', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']","['agar', 'mempertahankan', 'prestasi', 'dan', 'membuat', 'sebuah', 'inovasi', 'salah', 'satunya', 'dalam', 'menekan', 'kasus', 'stunting', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",mempertahankan prestasi inovasi salah satunya menekan stunting kitarido dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['tahan', 'prestasi', 'inovasi', 'salah', 'satu', 'tekan', 'stunting', 'kitarido', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",neutral,neutral
KelilingDokter,KelilingDokter,Penurunan kasus tengkes (stunting) harus dituntaskan dengan inovasi dan kolaborasi semua pihak.#KitaRIDO menuju DKI 1 #KitaJugaRIDO #OjolJugaRIDO #SetyokoJugaRIDO #PrabowoGibranPresiden,penurunan kasus tengkes stunting harus dituntaskan dengan inovasi dan kolaborasi semua pihak kitarido menuju dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['penurunan', 'kasus', 'tengkes', 'stunting', 'harus', 'dituntaskan', 'dengan', 'inovasi', 'dan', 'kolaborasi', 'semua', 'pihak', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']","['penurunan', 'kasus', 'tengkes', 'stunting', 'harus', 'dituntaskan', 'dengan', 'inovasi', 'dan', 'kolaborasi', 'semua', 'pihak', 'kitarido', 'menuju', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",penurunan tengkes stunting dituntaskan inovasi kolaborasi kitarido dki kitajugarido ojoljugarido setyokojugarido prabowogibranpresiden,"['turun', 'tengkes', 'stunting', 'tuntas', 'inovasi', 'kolaborasi', 'kitarido', 'dki', 'kitajugarido', 'ojoljugarido', 'setyokojugarido', 'prabowogibranpresiden']",neutral,neutral
raharjo17870,siregar_najeges,@siregar_najeges Tolak program makan gratis jika pertimbgnnya Krn kurang gizi dan stunting knp pemerintah yg baru nanti TDK berfikir knp ada kurang gizi Penghasilan dn pendapatan org tua anak yg musti di perhatikan dg menyiapkan kerja pantas dg gaji yg selayknya https://t.co/qSsPxDvHSH,siregar najeges tolak program makan gratis jika pertimbgnnya krn kurang gizi dan stunting knp pemerintah yg baru nanti tdk berfikir knp ada kurang gizi penghasilan dn pendapatan org tua anak yg musti di perhatikan dg menyiapkan kerja pantas dg gaji yg selayknya,"['siregar', 'najeges', 'tolak', 'program', 'makan', 'gratis', 'jika', 'pertimbgnnya', 'krn', 'kurang', 'gizi', 'dan', 'stunting', 'knp', 'pemerintah', 'yg', 'baru', 'nanti', 'tdk', 'berfikir', 'knp', 'ada', 'kurang', 'gizi', 'penghasilan', 'dn', 'pendapatan', 'org', 'tua', 'anak', 'yg', 'musti', 'di', 'perhatikan', 'dg', 'menyiapkan', 'kerja', 'pantas', 'dg', 'gaji', 'yg', 'selayknya']","['siregar', 'najeges', 'tolak', 'program', 'makan', 'gratis', 'jika', 'pertimbgnnya', 'karena', 'kurang', 'gizi', 'dan', 'stunting', 'kenapa', 'pemerintah', 'yang', 'baru', 'nanti', 'tidak', 'berfikir', 'kenapa', 'ada', 'kurang', 'gizi', 'penghasilan', 'dn', 'pendapatan', 'org', 'tua', 'anak', 'yang', 'mesti', 'di', 'perhatikan', 'dg', 'menyiapkan', 'kerja', 'pantas', 'dg', 'gaji', 'yang', 'selayknya']",siregar najeges tolak program gratis pertimbgnnya gizi stunting pemerintah berfikir gizi penghasilan dn pendapatan org tua anak mesti perhatikan kerja gaji selayknya,"['siregar', 'najeges', 'tolak', 'program', 'gratis', 'pertimbgnnya', 'gizi', 'stunting', 'perintah', 'berfikir', 'gizi', 'hasil', 'dn', 'dapat', 'org', 'tua', 'anak', 'mesti', 'perhati', 'kerja', 'gaji', 'selayknya']",negative,positive
gepazrd,kafkaphilia,@kafkaphilia Sdh gweh duga kalo masih gak kompak gini kek mana mau memberantas stunting ‍️,kafkaphilia sdh gweh duga kalo masih gak kompak gini kek mana mau memberantas stunting,"['kafkaphilia', 'sdh', 'gweh', 'duga', 'kalo', 'masih', 'gak', 'kompak', 'gini', 'kek', 'mana', 'mau', 'memberantas', 'stunting']","['kafkaphilia', 'sdh', 'gweh', 'duga', 'kalau', 'masih', 'gak', 'kompak', 'gini', 'seperti', 'mana', 'ingin', 'memberantas', 'stunting']",kafkaphilia gweh duga kompak memberantas stunting,"['kafkaphilia', 'gweh', 'duga', 'kompak', 'berantas', 'stunting']",negative,neutral
Sams5552222,unmagnetism,@unmagnetism Indonesia MEMANG stunting.. Jadi Hentikan lokal2 dan ketololan itu,unmagnetism indonesia memang stunting jadi hentikan dan ketololan itu,"['unmagnetism', 'indonesia', 'memang', 'stunting', 'jadi', 'hentikan', 'dan', 'ketololan', 'itu']","['unmagnetism', 'indonesia', 'memang', 'stunting', 'jadi', 'hentikan', 'dan', 'ketololan', 'itu']",unmagnetism indonesia stunting hentikan ketololan,"['unmagnetism', 'indonesia', 'stunting', 'henti', 'tolol']",negative,neutral
aurumnf_,YELLOWBLACK125,@YELLOWBLACK125 @frdsnshrlzz @timpenguinnas Intinya Pak Prabs nanya ke Pak Ganjar soal ide maksi gratisnya untuk cegah stunting Pak Ganjar jawab kalo itu ga efektif dan kenapa ga ngasih makan sejak ibu hamil aja daripada maksi gratis. Bisa diliat di debat pilpres terakhir.,frdsnshrlzz timpenguinnas intinya pak prabs nanya ke pak ganjar soal ide maksi gratisnya untuk cegah stunting pak ganjar jawab kalo itu ga efektif dan kenapa ga ngasih makan sejak ibu hamil aja daripada maksi gratis bisa diliat di debat pilpres terakhir,"['frdsnshrlzz', 'timpenguinnas', 'intinya', 'pak', 'prabs', 'nanya', 'ke', 'pak', 'ganjar', 'soal', 'ide', 'maksi', 'gratisnya', 'untuk', 'cegah', 'stunting', 'pak', 'ganjar', 'jawab', 'kalo', 'itu', 'ga', 'efektif', 'dan', 'kenapa', 'ga', 'ngasih', 'makan', 'sejak', 'ibu', 'hamil', 'aja', 'daripada', 'maksi', 'gratis', 'bisa', 'diliat', 'di', 'debat', 'pilpres', 'terakhir']","['frdsnshrlzz', 'timpenguinnas', 'intinya', 'pak', 'prabs', 'bertanya', 'ke', 'pak', 'ganjar', 'soal', 'ide', 'maksi', 'gratisnya', 'untuk', 'cegah', 'stunting', 'pak', 'ganjar', 'jawab', 'kalau', 'itu', 'ga', 'efektif', 'dan', 'kenapa', 'ga', 'memberikan', 'makan', 'sejak', 'ibu', 'hamil', 'saja', 'daripada', 'maksi', 'gratis', 'bisa', 'diliat', 'di', 'debat', 'pilpres', 'terakhir']",frdsnshrlzz timpenguinnas intinya prabs ganjar ide maksi gratisnya cegah stunting ganjar efektif hamil maksi gratis diliat debat pilpres,"['frdsnshrlzz', 'timpenguinnas', 'inti', 'prabs', 'ganjar', 'ide', 'maksi', 'gratis', 'cegah', 'stunting', 'ganjar', 'efektif', 'hamil', 'maksi', 'gratis', 'liat', 'debat', 'pilpres']",neutral,positive
SyarifLung,arieparikesit,@arieparikesit Makanya milih pemimpin tuh yg pinter dikitlah.. Ngerti konsep mkn siang gratis itu apa tujuan mulainya drimana.. Kl tujuan utamanya knp muncul mkn siang gratis adl mngurangi stunting maka yg prlu dipetakan adl wilayahny dlu wlyh mana yg plg byk stunting&amp;prioritas,arieparikesit makanya milih pemimpin tuh yg pinter dikitlah ngerti konsep mkn siang gratis itu apa tujuan mulainya drimana kl tujuan utamanya knp muncul mkn siang gratis adl mngurangi stunting maka yg prlu dipetakan adl wilayahny dlu wlyh mana yg plg byk stunting amp prioritas,"['arieparikesit', 'makanya', 'milih', 'pemimpin', 'tuh', 'yg', 'pinter', 'dikitlah', 'ngerti', 'konsep', 'mkn', 'siang', 'gratis', 'itu', 'apa', 'tujuan', 'mulainya', 'drimana', 'kl', 'tujuan', 'utamanya', 'knp', 'muncul', 'mkn', 'siang', 'gratis', 'adl', 'mngurangi', 'stunting', 'maka', 'yg', 'prlu', 'dipetakan', 'adl', 'wilayahny', 'dlu', 'wlyh', 'mana', 'yg', 'plg', 'byk', 'stunting', 'amp', 'prioritas']","['arieparikesit', 'makanya', 'milih', 'pemimpin', 'tuh', 'yang', 'pinter', 'dikitlah', 'mengerti', 'konsep', 'mkn', 'siang', 'gratis', 'itu', 'apa', 'tujuan', 'mulainya', 'drimana', 'kalau', 'tujuan', 'utamanya', 'kenapa', 'muncul', 'mkn', 'siang', 'gratis', 'adl', 'mngurangi', 'stunting', 'maka', 'yang', 'prlu', 'dipetakan', 'adl', 'wilayahny', 'dulu', 'wlyh', 'mana', 'yang', 'paling', 'banyak', 'stunting', 'amp', 'prioritas']",arieparikesit milih pemimpin pinter dikitlah mengerti konsep mkn siang gratis tujuan mulainya drimana tujuan utamanya muncul mkn siang gratis adl mngurangi stunting prlu dipetakan adl wilayahny wlyh stunting prioritas,"['arieparikesit', 'milih', 'pimpin', 'pinter', 'dikit', 'erti', 'konsep', 'mkn', 'siang', 'gratis', 'tuju', 'mulai', 'drimana', 'tuju', 'utama', 'muncul', 'mkn', 'siang', 'gratis', 'adl', 'mngurangi', 'stunting', 'prlu', 'peta', 'adl', 'wilayahny', 'wlyh', 'stunting', 'prioritas']",neutral,positive
